,Text,is_long,ESG_Category
3010,"Such tightly coupled, distributed clouds deliver on the ethos Microsoft espoused when it introduced Azure Stack more than four years ago (emphasis added):Enterprises have to approach cloud as a model -- not a place.",False,General
17706,The GN Is public report on the results of its Phase III company assessments is available online.,False,General
723,"India’s yield per hectare of rice at 2,177 kgs is behind China at 4,263 kgs and Brazil at 3,265 kgs.",False,General
300,"The most significant thing that came out of this was an open channel of communication among the local community, the supplier plant and Apple, which has created an accountability structure that places pressure on the factory to improve its sustainability practices.",False,Social
3192,"One is that so many ESG approaches look at many of the most obvious factors, such as carbon footprint, hazardous waste, use of water, use of plastic, sources of energy, etc, but fail to take into account the fundamental and financial viability of the business.",False,Environmental
20570,"We also have operational centers in Dublin, Ireland; Humacao, Puerto Rico; Reno, Nevada; and Singapore.",False,General
7328,"Ron De Santis, imposed a similar measure.",False,General
12487,"We are currently applying oversubscription and harvesting to Microsoft internal virtual machines for CPU resources, and will be expanding this capability into other energyintensive resources such as memory, networking, and storage.",False,Environmental
17761,"defenders to identify opportunities to use technology to defend and advance human rights, including work to apply the power of technology to disrupt human trafficking.",False,Social
4185,Tags: Microsoft,False,General
2713,"""So I think they can make an impact.",False,Social
15147,"ing ourselves to be more customer obsessed, to be more diverse and inclusive, and to operate as One Microsoft ultimately to make a bigger difference in the world.",False,Social
9550,"With Altman as its figurehead, OpenAI was at the center of the tech industry’s efforts to deploy this technology to businesses and consumers — and also to work with regulators on guardrails for AI.",False,General
11497,We will continue to create and deploy solutions that enable operational efficiency and environmental impact.,False,Environmental
11335,Device and chip maker partners help drive sustainability from start to finish Our hardware partners deliver innovative devices and demonstrate their commitment to the sustainability of our planet through the examination and optimization of their own operations and by sourcing renewable or oceanbound plastics into their P Cs.,False,Environmental
13648,"The restoration has also contributed to fire resiliency within two months of the Dixie fire, native species were resprouting in the burned areas due to residual soil moisture.",False,Environmental
